"Type","Family id","Family name","Target id","Target name","Subunits","Target systematic name","Target abbreviated name","synonyms","HGNC id","HGNC symbol","HGNC name","Human genetic localisation","Human nucleotide RefSeq","Human protein RefSeq","Human SwissProt","Human Entrez Gene","RGD id","RGD symbol","RGD name","Rat genetic localisation","Rat nucleotide RefSeq","Rat protein RefSeq","Rat SwissProt","Rat Entrez Gene","MGI id","MGI symbol","MGI name","Mouse genetic localisation","Mouse nucleotide RefSeq","Mouse protein RefSeq","Mouse SwissProt","Mouse Entrez Gene"
"transporter","156","F-type ATPase","796","F-type ATPase &alpha; subunit","","","","ATP5A|ATP5AL2|ATPM|OMR|ORM|ATP synthase, H+ transporting, mitochondrial F1 complex, alpha subunit, isoform 1, cardiac muscle|ATP synthase subunit alpha, mitochondrial|mitochondrial H+-ATP synthase alpha subunit|Mom2|ATP synthase, H transporting, mitochondrial F1 complex, alpha subunit 1, cardiac muscle|ATP synthase","823","ATP5A1","ATP synthase, H+ transporting, mitochondrial F1 complex, alpha subunit 1, cardiac muscle","","","","P25705","498","619993","Atp5a1","ATP synthase, H+ transporting, mitochondrial F1 complex, alpha subunit 1, cardiac muscle","","","","P15999","65262","MGI:88115","Atp5a1","ATP synthase, H+ transporting, mitochondrial F1 complex, alpha subunit 1","","","","Q03265","11946"
"transporter","156","F-type ATPase","797","F-type ATPase &beta; subunit","","","","ATPSB|ATP synthase, H+ transporting mitochondrial F1 complex, beta subunit|mitochondrial ATP synthase beta subunit|ATP synthase, H+ transporting, mitochondrial F1 complex, beta polypeptide|ATP synthase, H transporting, mitochondrial F1 complex, beta polypeptide|ATP synthase","830","ATP5B","ATP synthase, H+ transporting, mitochondrial F1 complex, beta polypeptide","","","","P06576","506","621368","Atp5b","ATP synthase, H+ transporting, mitochondrial F1 complex, beta polypeptide","","","","P10719","171374","MGI:107801","Atp5b","ATP synthase, H+ transporting mitochondrial F1 complex, beta subunit","","","","P56480","11947"
"transporter","156","F-type ATPase","798","F-type ATPase &gamma; subunit","","","","ATP5C|ATP5CL1|ATP synthase, H+ transporting, mitochondrial F1 complex, gamma polypeptide 1|F-ATPase gamma subunit|ATP synthase, H transporting, mitochondrial F1 complex, gamma polypeptide 1|ATP synthase","833","ATP5C1","ATP synthase, H+ transporting, mitochondrial F1 complex, gamma polypeptide 1","","","","P36542","509","620011","Atp5c1","ATP synthase, H+ transporting, mitochondrial F1 complex, gamma polypeptide 1","","","","P35435","116550","MGI:1261437","Atp5c1","ATP synthase, H+ transporting, mitochondrial F1 complex, gamma polypeptide 1","","","","Q91VR2","11949"
"transporter","156","F-type ATPase","799","F-type ATPase &delta; subunit","","","","ATP synthase subunit delta, mitochondrial|ATP synthase, H+ transporting, mitochondrial F1 complex, delta subunit|F-ATPase delta subunit|ATP synthase, H transporting, mitochondrial F1 complex, delta subunit|ATP synthase","837","ATP5D","ATP synthase, H+ transporting, mitochondrial F1 complex, delta subunit","","","","P30049","513","621372","Atp5d","ATP synthase, H+ transporting, mitochondrial F1 complex, delta subunit","","","","P35434","245965","MGI:1913293","Atp5d","ATP synthase, H+ transporting, mitochondrial F1 complex, delta subunit","","","","Q9D3D9","66043"
"transporter","156","F-type ATPase","800","F-type ATPase &epsilon; subunit","","","","ATP synthase subunit epsilon, mitochondrial|ATPase subunit epsilon|ATP synthase, H+ transporting, mitochondrial F1 complex, epsilon subunit|ATP synthase, H transporting, mitochondrial F1 complex, epsilon subunit|ATP synthase","838","ATP5E","ATP synthase, H+ transporting, mitochondrial F1 complex, epsilon subunit","","","","P56381","514","621374","Atp5e","ATP synthase, H+ transporting, mitochondrial F1 complex, epsilon subunit","","","","P29418","245958","MGI:1855697","Atp5e","ATP synthase, H+ transporting, mitochondrial F1 complex, epsilon subunit","","","","P56382","67126"
"transporter","156","F-type ATPase","801","F-type ATPase A subunit","","","","F-ATPase protein 6|ATP6|ATPase-6|MTATP6|RP|Su6m|spicular retinitis pigmentosa with dementia, seizures, ataxia, proximal muscle weakness and sensory deficit|ATP synthase 6, mitochondrial|ATP synthase F0 subunit 6|ATPase subunit 6|ATPASE6","7414","MT-ATP6","mitochondrially encoded ATP synthase 6","","","","P00846","4508","621239","Mt-atp6","mitochondrially encoded ATP synthase 6","","","","P05504","26197","MGI:99927","mt-Atp6","mitochondrially encoded ATP synthase 6","","","","P00848","17705"
"transporter","156","F-type ATPase","802","F-type ATPase B subunit","","","","ATP synthase, H+ transporting, mitochondrial F0 complex, subunit B1|ATP synthase subunit b, mitochondrial|ATPase subunit b|C76477|ATP synthase, H+ transporting, mitochondrial Fo complex, subunit B1|ATP synthase, H transporting, mitochondrial Fo complex, subunit B1|ATP synthase","840","ATP5F1","ATP synthase, H+ transporting, mitochondrial Fo complex subunit B1","","","","P24539","515","620041","Atp5f1","ATP synthase, H+ transporting, mitochondrial Fo complex, subunit B1","","","","P19511","171375","MGI:1100495","Atp5f1","ATP synthase, H+ transporting, mitochondrial F0 complex, subunit B1","","","","Q9CQQ7","11950"
"transporter","156","F-type ATPase","803","F-type ATPase C subunit","","","","ATP5G|ATP synthase, H+ transporting, mitochondrial F0 complex, subunit c (subunit 9) isoform 3|ATP synthase, H+ transporting, mitochondrial F0 complex, subunit c (subunit 9), isoform 2|ATP synthase H+ transporting mitochondrial F0 complex subunit c (subunit 9) isoform 1|ATP synthase lipid-binding protein, mitochondrial|ATP synthase proteolipid P1|ATP synthase, H+ transporting, mitochondrial F0 complex, subunit c (subunit 9), isoform 1 |ATPase protein 9|ATPase subunit c|ATP synthase proteolipid P2|ATP synthase proteolipid P3|ATP synthase, H+ transporting, mitochondrial F0 complex, subunit c1 (subunit 9)|ATP synthase, H+ transporting, mitochondrial Fo complex, subunit C1 (subunit 9)|ATP synthase, H+ transporting, mitochondrial Fo complex, subunit C2 (subunit 9)|ATP synthase, H+ transporting, mitochondrial Fo complex, subunit C3 (subunit 9)|ATP synthase, H transporting, mitochondrial Fo complex, subunit C2 (subunit 9)|ATP synthase, H transporting, mitochondrial Fo complex, subunit C1 (subunit 9)|ATP synthase, H transporting, mitochondrial Fo complex, subunit C3 (subunit 9)|ATP synthase","841|842|843","ATP5G1|ATP5G2|ATP5G3","ATP synthase, H+ transporting, mitochondrial Fo complex subunit C1 (subunit 9)|ATP synthase, H+ transporting, mitochondrial Fo complex subunit C2 (subunit 9)|ATP synthase, H+ transporting, mitochondrial Fo complex subunit C3 (subunit 9)","","","","P05496|P48201|Q06055","516|517|518","61933|620051|620052","Atp5g1|Atp5g2|Atp5g3","ATP synthase, H+ transporting, mitochondrial Fo complex, subunit C1 (subunit 9)|ATP synthase, H+ transporting, mitochondrial Fo complex, subunit C2 (subunit 9)|ATP synthase, H+ transporting, mitochondrial Fo complex, subunit C3 (subunit 9)","","","","Q06645|Q06646|Q71S46","29754|171082|114630","MGI:107653|MGI:1915192|MGI:2442035","Atp5g1|Atp5g2|Atp5g3","ATP synthase, H+ transporting, mitochondrial F0 complex, subunit C1 (subunit 9)|ATP synthase, H+ transporting, mitochondrial F0 complex, subunit C2 (subunit 9)|ATP synthase, H+ transporting, mitochondrial F0 complex, subunit C3 (subunit 9)","","","","P56383|P56384|Q9CR84","67942|228033"
"transporter","156","F-type ATPase","804","F-type ATPase D subunit","","","","ATP5JD|ATPQ|ATP synthase, H+ transporting, mitochondrial F0 complex, subunit d|ATP synthase subunit d, mitochondrial|ATPase subunit d|ATP synthase, H+ transporting, mitochondrial Fo complex, subunit d|ATP synthase, H transporting, mitochondrial Fo complex, subunit d|ATP synthase","845","ATP5H","ATP synthase, H+ transporting, mitochondrial Fo complex subunit D","","","","O75947","10476","620083","Atp5h","ATP synthase, H+ transporting, mitochondrial Fo complex, subunit d","","","","P31399","641434","MGI:1918929","Atp5h","ATP synthase, H+ transporting, mitochondrial F0 complex, subunit D","","","","Q9DCX2","71679"
"transporter","156","F-type ATPase","805","F-type ATPase E subunit","","","","ATP5K|ATP synthase, H+ transporting, mitochondrial F0 complex, subunit e|ATP synthase, H+ transporting, mitochondrial F1F0 complex, subunit e|ATPase subunit e|Lfm1|ATP synthase, H+ transporting, mitochondrial Fo complex, subunit E|ATP synthase, H transporting, mitochondrial Fo complex, subunit E|ATP synthase","846","ATP5I","ATP synthase, H+ transporting, mitochondrial Fo complex subunit E","","","","P56385","521","621377","Atp5i","ATP synthase, H+ transporting, mitochondrial Fo complex, subunit E","","","","P29419","140608","MGI:106636","Atp5k","ATP synthase, H+ transporting, mitochondrial F1F0 complex, subunit E","","","","Q06185","11958"
"transporter","156","F-type ATPase","806","F-type ATPase F2 subunit","","","","ATP5JL|F1Fo-ATPase|ATP synthase f chain, mitochondrial|ATP synthase, H+ transporting, mitochondrial F0 complex, subunit f, isoform 2|ATP synthase, H+ transporting, mitochondrial F0 complex, subunit F2|F1Fo-ATP synthase complex Fo membrane domain f subunit|F1Fo-ATPase synthase f subunit|ATP synthase subunit f, mitochondrial|ATP synthase, H transporting, mitochondrial Fo complex, subunit F2|ATP synthase","848","ATP5J2","ATP synthase, H+ transporting, mitochondrial Fo complex subunit F2","","","","P56134","9551","1596067","Atp5j2","ATP synthase, H+ transporting, mitochondrial Fo complex, subunit F2","","","","D3ZAF6","690441","MGI:1927558","Atp5j2","ATP synthase, H+ transporting, mitochondrial F0 complex, subunit F2","","","","P56135","57423"
"transporter","156","F-type ATPase","807","F-type ATPase F6 subunit","","","","ATP5|ATP5A|ATPM|ATP synthase, H+ transporting, mitochondrial F0 complex, subunit F6|coupling factor 6|ATP synthase-coupling factor 6, mitochondrial|ATPase subunit F6|CF6|ATP synthase, H+ transporting, mitochondrial Fo complex, subunit F6|ATP synthase, H transporting, mitochondrial Fo complex, subunit F6|ATP synthase","847","ATP5J","ATP synthase, H+ transporting, mitochondrial Fo complex subunit F6","","","","P18859","522","621376","Atp5j","ATP synthase, H+ transporting, mitochondrial Fo complex, subunit F6","","","","P21571","94271","MGI:107777","Atp5j","ATP synthase, H+ transporting, mitochondrial F0 complex, subunit F","","","","P97450","11957"
"transporter","156","F-type ATPase","808","F-type ATPase G2 subunit","","","","ATP synthase, H+ transporting, mitochondrial F0 complex, subunit g, isoform 2|ATP synthase, H+ transporting, mitochondrial F0 complex, subunit G2|ATP synthase, H+ transporting, mitochondrial F1F0, subunit g|ATP5K2|Atp5l2|ATP synthase, H+ transporting, mitochondrial Fo complex, subunit G2","13213","ATP5L2","ATP synthase, H+ transporting, mitochondrial Fo complex subunit G2","","","","Q7Z4Y8","267020","","","","","","","","","MGI:3649364","Atp5l2-ps","ATP synthase, H+ transporting, mitochondrial FO complex, subunit G2, pseudogene","","","","",""
"transporter","156","F-type ATPase","809","F-type ATPase 8 subunit","","","","A6L|ATP synthase 8, mitochondrial|ATP synthase F0 subunit 8|ATPase subunit 8|URFA6L|ATP8|MTATP8","7415","MT-ATP8","mitochondrially encoded ATP synthase 8","","","","P03928","4509","621240","Mt-atp8","mitochondrially encoded ATP synthase 8","","","","P11608","26196","MGI:99926","mt-Atp8","mitochondrially encoded ATP synthase 8","","","","P03930","17706"
"transporter","177","GABA transporter subfamily","929","GAT1","","SLC6A1","","GAT-A|GABATR|GABA transporter protein|Gabt1|sodium- and chloride-dependent GABA transporter 1|Gabt|XT-1|Xtrp1|GABATHG|solute carrier family 6 (neurotransmitter transporter), member 1","11042","SLC6A1","solute carrier family 6 member 1","3p25.3","","","P30531","6529","620533","Slc6a1","solute carrier family 6 member 1","4q42","","","P23978","79212","MGI:95627","Slc6a1","solute carrier family 6 (neurotransmitter transporter, GABA), member 1","6 53.05 cM","","","P31648","232333"
"transporter","177","GABA transporter subfamily","930","GAT2","","SLC6A13","","sodium- and chloride-dependent GABA transporter 2|Gabt3|GAT3|solute carrier family 6 (neurotransmitter transporter, GABA), member 13|solute carrier family 6 (neurotransmitter transporter), member 13","11046","SLC6A13","solute carrier family 6 member 13","","","","Q9NSD5","6540","620788","Slc6a13","solute carrier family 6 member 13","","","","P31646","171163","MGI:95629","Slc6a13","solute carrier family 6 (neurotransmitter transporter, GABA), member 13","","","","P31649","14412"
"transporter","177","GABA transporter subfamily","931","GAT3","","SLC6A11","","GAT-B|GABA transporter GAT-3|Gabt4|sodium- and chloride-dependent GABA transporter 3|GAT4|solute carrier family 6 (neurotransmitter transporter, GABA), member 11|solute carrier family 6 (neurotransmitter transporter), member 11","11044","SLC6A11","solute carrier family 6 member 11","","","","P48066","6538","628737","Slc6a11","solute carrier family 6 member 11","","","","P31647","79213","MGI:95630","Slc6a11","solute carrier family 6 (neurotransmitter transporter, GABA), member 11","","","","P31650","243616"
"transporter","177","GABA transporter subfamily","932","BGT1","","SLC6A12","","Betaine/GABA transporter 1|GABA transporter 1|Gat1|Na(+)/Cl(-) betaine/GABA transporter|sodium- and chloride-dependent betaine transporter|vesicular GABA transporter|VGAT|Gabt2|GAT2|solute carrier family 6 (neurotransmitter transporter, betaine/GABA), member 12|solute carrier family 6 (neurotransmitter transporter), member 12","11045","SLC6A12","solute carrier family 6 member 12","","","","P48065","6539","620255","Slc6a12","solute carrier family 6 member 12","","","","P48056","50676","MGI:95628","Slc6a12","solute carrier family 6 (neurotransmitter transporter, betaine/GABA), member 12","","","","P31651","14411"
"transporter","177","GABA transporter subfamily","933","TauT","","SLC6A6","","Sodium- and chloride-dependent taurine transporter|TAUT|taurine/beta-alanine transporter|solute carrier family 6 (neurotransmitter transporter, taurine), member 6|solute carrier family 6 (neurotransmitter transporter), member 6","11052","SLC6A6","solute carrier family 6 member 6","","","","P31641","6533","61912","Slc6a6","solute carrier family 6 member 6","","","","P31643","29464","MGI:98488","Slc6a6","solute carrier family 6 (neurotransmitter transporter, taurine), member 6","","","","O35316","21366"
"transporter","177","GABA transporter subfamily","934","CT1","","SLC6A8","","CRTR|SLC6A10|Sodium- and chloride-dependent creatine transporter 1|choline transporter|CHOT1|CHT1|creatine transporter 1|solute carrier family 6 (neurotransmitter transporter, creatine), member 8|solute carrier family 6 (neurotransmitter transporter), member 8","11055","SLC6A8","solute carrier family 6 member 8","","","","P48029","6535","619711","Slc6a8","solute carrier family 6 member 8","","","","P28570","50690","MGI:2147834","Slc6a8","solute carrier family 6 (neurotransmitter transporter, creatine), member 8","","","","Q8VBW1","102857"
"transporter","163","Glutamate transporter subfamily","868","Excitatory amino acid transporter 1","","SLC1A3","EAAT1","GLAST|EAAT1|excitatory amino acid transporter 1|GLAST-1|glial glutamate transporter|GluT-1|glutamate/aspartate transporter|sodium-dependent glutamate/aspartate transporter 1|solute carrier family 1, member 3|Gmt1|EA6|solute carrier family 1 (glial high affinity glutamate transporter), member 3","10941","SLC1A3","solute carrier family 1 member 3","","","","P43003","6507","3698","Slc1a3","solute carrier family 1 member 3","","","","P24942","29483","MGI:99917","Slc1a3","solute carrier family 1 (glial high affinity glutamate transporter), member 3","","","","P56564","20512"
"transporter","163","Glutamate transporter subfamily","869","Excitatory amino acid transporter 2","","SLC1A2","EAAT2","GLT1|EAAT2|GLT-1|excitatory amino acid transporter 2|Glt|GluT|glutamate transporter|GluT-R|high affinity glucose transporter|sodium-dependent glutamate/aspartate transporter 2|solute carrier family 1, member 2|solute carrier family 1 (glial high affinity glutamate transporter), member 2","10940","SLC1A2","solute carrier family 1 member 2","","","","P43004","6506","3697","Slc1a2","solute carrier family 1 member 2","","","","P31596","29482","MGI:101931","Slc1a2","solute carrier family 1 (glial high affinity glutamate transporter), member 2","","","","P43006","20511"
"transporter","163","Glutamate transporter subfamily","870","Excitatory amino acid transporter 3","","SLC1A1","EAAT3","EAAC1|EAAT3|excitatory amino acid carrier 1|excitatory amino acid transporter 3|REAAC1|sodium-dependent glutamate/aspartate transporter 3|Solute carrier family 1 A1 (brain glutamate transporter)|solute carrier family 1, member 1|MEAAC1|solute carrier family 1 (neuronal/epithelial high affinity glutamate transporter, system Xag), member 1","10939","SLC1A1","solute carrier family 1 member 1","","","","P43005","6505","3696","Slc1a1","solute carrier family 1 member 1","","","","P51907","25550","MGI:105083","Slc1a1","solute carrier family 1 (neuronal/epithelial high affinity glutamate transporter, system Xag), member 1","","","","P51906","20510"
"transporter","163","Glutamate transporter subfamily","871","Excitatory amino acid transporter 4","","SLC1A6","EAAT4","EAAT4|excitatory amino acid transporter 4|high affinity aspartate/glutamate transporter|sodium-dependent glutamate/aspartate transporter|solute carrier family 1 member 6|solute carrier family 1 (high affinity aspartate/glutamate transporter), member 6","10944","SLC1A6","solute carrier family 1 member 6","","","","P48664","6511","620340","Slc1a6","solute carrier family 1 member 6","","","","O35921","84012","MGI:1096331","Slc1a6","solute carrier family 1 (high affinity aspartate/glutamate transporter), member 6","","","","O35544","20513"
"transporter","163","Glutamate transporter subfamily","872","Excitatory amino acid transporter 5","","SLC1A7","EAAT5","EAAT5|excitatory amino acid transporter 5|solute carrier family 1 (glutamate transporter), member 7","10945","SLC1A7","solute carrier family 1 member 7","","","","O00341","6512","1311928","Slc1a7","solute carrier family 1 member 7","","","","","366432","MGI:2444087","Slc1a7","solute carrier family 1 (glutamate transporter), member 7","","","","Q8JZR4","242607"
"transporter","178","Glycine transporter subfamily","935","GlyT1","","SLC6A9","","Glycine transporter 1|sodium- and chloride-dependent glycine transporter 1|solute carrier family 6 member 9|solute carrier family 6 (neurotransmitter transporter, glycine), member 9","11056","SLC6A9","solute carrier family 6 member 9","","","","P48067","6536","621243","Slc6a9","solute carrier family 6 member 9","","","","P28572","116509","MGI:95760","Slc6a9","solute carrier family 6 (neurotransmitter transporter, glycine), member 9","","","","P28571","14664"
"transporter","178","Glycine transporter subfamily","936","GlyT2","","SLC6A5","","Glycine transporter 2|NET1|sodium- and chloride-dependent glycine transporter 2|solute carrier family 6 (neurotransmitter transporter, glycine), member 5|solute carrier family 6 (neurotransmitter transporter), member 5","11051","SLC6A5","solute carrier family 6 member 5","","","","Q9Y345","9152","621824","Slc6a5","solute carrier family 6 member 5","","","","P58295","171148","MGI:105090","Slc6a5","solute carrier family 6 (neurotransmitter transporter, glycine), member 5","","","","Q761V0","104245"
"transporter","178","Glycine transporter subfamily","937","ATB<sup>0,+</sup>","","SLC6A14","","solute carrier family 6 (neurotransmitter transporter), member 14|Atb0+|colonic system B0+ amino acid transporter|neutral cationic amino acid transporter B0,+|sodium- and chloride-dependent neutral and basic amino acid transporter B(0+)|solute carrier family 6 (amino acid transporter), member 14","11047","SLC6A14","solute carrier family 6 member 14","","","","Q9UN76","11254","1561810","Slc6a14","solute carrier family 6 member 14","","","","","298340","MGI:1890216","Slc6a14","solute carrier family 6 (neurotransmitter transporter), member 14","","","","Q9JMA9","56774"
"transporter","178","Glycine transporter subfamily","938","PROT","","SLC6A7","","Sodium-dependent proline transporter|brain-specific L-proline transporter|solute carrier family 6 (neurotransmitter transporter L-proline) member 7|solute carrier family 6 (neurotransmitter transporter), member 7","11054","SLC6A7","solute carrier family 6 member 7","","","","Q99884","6534","620928","Slc6a7","solute carrier family 6 member 7","","","","P28573","117100","MGI:2147363","Slc6a7","solute carrier family 6 (neurotransmitter transporter, L-proline), member 7","","","","Q6PGE7","240332"
"transporter","173","Hexose transporter family","915","Sodium/glucose cotransporter 1","","SLC5A1","SGLT1","high affinity sodium-glucose cotransporter|NAGT|Na(+)/glucose cotransporter 1|solute carrier family 5, member 1|solute carrier family 5 (sodium/glucose cotransporter), member 1","11036","SLC5A1","solute carrier family 5 member 1","22q12.3","","","P13866","6523","3713","Slc5a1","solute carrier family 5 member 1","14a21","","","P53790","25552","MGI:107678","Slc5a1","solute carrier family 5 (sodium/glucose cotransporter), member 1","5 17.46 cM","","","Q8C3K6","20537"
"transporter","173","Hexose transporter family","916","Sodium/glucose cotransporter 2","","SLC5A2","SGLT2","low affinity sodium-glucose cotransporter|low affinity Na-dependent glucose transporter (SGLT2)|Na(+)/glucose cotransporter 2|solute carrier family 5 member 2|solute carrier family 5 (sodium/glucose cotransporter), member 2","11037","SLC5A2","solute carrier family 5 member 2","16p11.2","","","P31639","6524","620217","Slc5a2","solute carrier family 5 member 2","1q36","","","P53792","64522","MGI:2181411","Slc5a2","solute carrier family 5 (sodium/glucose cotransporter), member 2","7 70.08 cM","","","Q923I7","246787"
"transporter","173","Hexose transporter family","917","Low affinity sodium-glucose cotransporter","","SLC5A4","SGLT3","sodium/glucose cotransporter 3|SAAT1|Slc5a4a|solute carrier family 5 (low affinity glucose cotransporter), member 4a|Slc5a4|solute carrier family 5 (low affinity glucose cotransporter), member 4|solute carrier family 5 (glucose activated ion channel), member 4|solute carrier family 5 (glucose activated ion channel)","11039","SLC5A4","solute carrier family 5 member 4","","","","Q9NY91","6527","1306923","Slc5a4","solute carrier family 5 member 4","","","","","294341","MGI:1927848","Slc5a4a","solute carrier family 5, member 4a","","","","Q9ET37","64452"
"transporter","173","Hexose transporter family","918","Sodium/glucose cotransporter 4","","SLC5A9","SGLT4","solute carrier family 5 (sodium/glucose cotransporter), member 9|solute carrier family 5 (sodium/sugar cotransporter), member 9","22146","SLC5A9","solute carrier family 5 member 9","","","","Q2M3M2","200010","1311383","Slc5a9","solute carrier family 5 member 9","","","","","366441","MGI:2140201","Slc5a9","solute carrier family 5 (sodium/glucose cotransporter), member 9","","","","Q8VDT1","230612"
"transporter","173","Hexose transporter family","919","Sodium/glucose cotransporter 5","","SLC5A10","SGLT5","solute carrier family 5 (sodium/glucose cotransporter), member 10|solute carrier family 5 (sodium/sugar cotransporter), member 10","23155","SLC5A10","solute carrier family 5 member 10","","","","A0PJK1","125206","1305232","Slc5a10","solute carrier family 5 member 10","","","","","303205","MGI:1926089","Slc5a10","solute carrier family 5 (sodium/glucose cotransporter), member 10","","","","Q5SWY8","109342"
"transporter","160","H<sup>+</sup>/K<sup>+</sup>-ATPases","849","ATP4A","","","","ATP6A|gastric H,K-ATPase alpha subunit|H(+)-K(+)-ATPase alpha subunit|gastric H(+)/K(+) ATPase subunit alpha|gastric H,K-ATPase catalytic subunit|Hka|HKATPC|potassium-transporting ATPase alpha chain 1|H+/K+-ATPase alpha|H+K+-transporting alpha 1|ATPase, H+/K+ exchanging, alpha polypeptide|ATPase, Hﲯ� exchanging, alpha polypeptide","819","ATP4A","ATPase H+/K+ transporting alpha subunit","19q13.1","","","P20648","495","2177","Atp4a","ATPase H+/K+ transporting alpha subunit","1q21","","","P09626","24216","MGI:88113","Atp4a","ATPase, H+/K+ exchanging, gastric, alpha polypeptide","7 19.20 cM","","","Q64436","11944"
"transporter","160","H<sup>+</sup>/K<sup>+</sup>-ATPases","850","ATP12A","","","","ATP1AL1|potassium-transporting ATPase alpha chain 2|H-K-ATPase alpha 2|hydrogen/potassium-exchanging ATPase 12A|ATPase H+K+-transporting, alpha 2|cHKA|HKalpha2|non-gastric H<sup>+</sup>/K<sup>+</sup>-ATPase &alpha; subunit|ATPase, H+/K+ transporting, nongastric, alpha polypeptide|ATPase, Hﲯ� transporting, nongastric, alpha polypeptide","13816","ATP12A","ATPase H+/K+ transporting non-gastric alpha2 subunit","","","","P54707","479","620569","Atp12a","ATPase H+/K+ transporting non-gastric alpha2 subunit","","","","P54708","171028","MGI:1926943","Atp12a","ATPase, H+/K+ transporting, nongastric, alpha polypeptide","","","","Q9Z1W8","192113"
"transporter","160","H<sup>+</sup>/K<sup>+</sup>-ATPases","851","ATP4B","","","","gastric H<sup>+</sup>/K<sup>+</sup>-ATPase &beta; subunit|ATP6B|ATPase, H+/K+ exchanging, beta polypeptide|proton pump beta chain|H+/K+-ATPase beta|ATPase, Hﲯ� exchanging, beta polypeptide","820","ATP4B","ATPase H+/K+ transporting beta subunit","","","","P51164","496","2178","Atp4b","ATPase H+/K+ transporting beta subunit","","","","P18598","24217","MGI:88114","Atp4b","ATPase, H+/K+ exchanging, beta polypeptide","","","","P50992","11945"
"transporter","859","Major facilitator superfamily (MFS) of transporters","2634","synaptic vesicle glycoprotein 2A","","","","SV2","20566","SV2A","synaptic vesicle glycoprotein 2A","1q21.2","NM_014849","NP_055664","Q7L0J3","9900","619715","Sv2a","synaptic vesicle glycoprotein 2a","2q34","NM_057210","NP_476558","Q02563","117559","MGI:1927139","Sv2a","synaptic vesicle glycoprotein 2 a","3 F2","NM_022030","NP_071313","Q9JIS5","64051"
"transporter","209","Miscellaneous SLC25 mitochondrial transporters","2554","mitochondrial carrier 1","","SLC25A49","","Presenilin-associated protein|PSAP|SLC25A49|solute carrier family 25, member 49|mitochondrial carrier homolog 1 (C. elegans)","17586","MTCH1","mitochondrial carrier 1","6p21.2","NM_001271641|NM_014341","NP_001258570|NP_055156","Q9NZJ7","23787","1309262","Mtch1","mitochondrial carrier 1","20p12","","","","294313","MGI:1929261","Mtch1","mitochondrial carrier 1","17 A3.3","NM_019880","NP_063933","Q791T5","56462"
"transporter","209","Miscellaneous SLC25 mitochondrial transporters","2555","mitochondrial carrier 2","","SLC25A50","","SLC25A50|solute carrier family 25, member 50|Met-induced mitochondrial protein|mitochondrial carrier homolog 2 (C. elegans)","17587","MTCH2","mitochondrial carrier 2","11p11.2","NM_014342","NP_055157","Q9Y6C9","23788","1308080","Mtch2","mitochondrial carrier 2","3q24","","","","295922","MGI:1929260","Mtch2","mitochondrial carrier 2","2 E1","NM_019758","NP_062732","Q791V5","56428"
"transporter","209","Miscellaneous SLC25 mitochondrial transporters","2560","solute carrier family 25 member 51","","SLC25A51","","MCART1|mitochondrial carrier triple repeat 1|solute carrier family 25, member 51","23323","SLC25A51","solute carrier family 25 member 51","9p13.3-p12","NM_033412","NP_219480","Q9H1U9","92014","","","","","","","","","MGI:2684984","Slc25a51","solute carrier family 25, member 51","4 B1","NM_001009949","NP_001009949","Q5HZI9","230125"
"transporter","209","Miscellaneous SLC25 mitochondrial transporters","2561","solute carrier family 25 member 52","","SLC25A52","","MCART2|mitochondrial carrier triple repeat 2|solute carrier family 25, member 52|solute carrier family 25","23324","SLC25A52","solute carrier family 25 member 52","18q12.1","NM_001034172","NP_001029344","Q3SY17","147407","1309563","Slc25a52","solute carrier family 25, member 52","14p11","","","","305365","","","","","","","",""
"transporter","209","Miscellaneous SLC25 mitochondrial transporters","2562","solute carrier family 25 member 53","","SLC25A53","","MCART6|mitochondrial carrier triple repeat 6|Mcart1l|mitochondrial carrier triple repeat 1-like|solute carrier family 25, member 53|solute carrier family 25","31894","SLC25A53","solute carrier family 25 member 53","Xq22.2","NM_001012755","NP_001012773","Q5H9E4","401612","1591860","Slc25a53","solute carrier family 25, member 53","X","","","","679135","MGI:1914312","Slc25a53","solute carrier family 25, member 53","X F1","","","",""
"transporter","209","Miscellaneous SLC25 mitochondrial transporters","1080","Mitoferrin2","","SLC25A28","","MRS3/4|MRS4L|solute carrier family 25, member 28|Mfrn2|solute carrier family 25 (mitochondrial iron transporter), member 28","23472","SLC25A28","solute carrier family 25 member 28","","","","Q96A46","81894","1584155","Slc25a28","solute carrier family 25 member 28","","","","","688811","MGI:2180509","Slc25a28","solute carrier family 25, member 28","","","","Q8R0Z5","246696"
"transporter","209","Miscellaneous SLC25 mitochondrial transporters","1088","Mitoferrin1","","SLC25A37","","MFRN|MFRN1|MSCP|solute carrier family 25, member 37|mitochondrial iron transporter 1|Frascati|solute carrier family 25 (mitochondrial iron transporter), member 37","29786","SLC25A37","solute carrier family 25 member 37","","","","Q9NYZ2","51312","1359361","Slc25a37","solute carrier family 25 member 37","","","","Q66H23","306000","MGI:1914962","Slc25a37","solute carrier family 25, member 37","","","","Q920G8","67712"
"transporter","209","Miscellaneous SLC25 mitochondrial transporters","1096","SLC25A46","","SLC25A46","","solute carrier family 25 member 46|solute carrier family 25","25198","SLC25A46","solute carrier family 25 member 46","","","","Q96AG3","91137","1305072","Slc25a46","solute carrier family 25, member 46","","","","Q5EB62","291709","MGI:1914703","Slc25a46","solute carrier family 25, member 46","","","","Q9CQS4","67453"
